trd_date,total_volume,total_call_volume,total_put_volume,itm_call_volume,atm_call_volume,otm_call_volume,itm_put_volume,atm_put_volume,otm_put_volume,itm_call_ratio,atm_call_ratio,otm_call_ratio,itm_put_ratio,atm_put_ratio,otm_put_ratio,call_share,put_share,call_put_ratio
2010-02-08,62156.0,48414.0,13742.0,8752.0,993.0,38669.0,3023.0,107.0,10612.0,0.14080700173756355,0.015975931527125297,0.6221281935774503,0.04863569084239655,0.001721474998391145,0.17073170731707318,0.7789111268421391,0.22108887315786085,3.5230679668170573
2010-02-09,47475.0,36812.0,10663.0,6003.0,0.0,30809.0,2374.0,0.0,8289.0,0.12644549763033175,0.0,0.6489520800421275,0.05000526592943655,0.0,0.17459715639810428,0.7753975776724592,0.22460242232754082,3.4523117321579293
2010-02-10,49548.0,39103.0,10445.0,4098.0,0.0,35005.0,3899.0,0.0,6546.0,0.08270767740372972,0.0,0.7064866392185356,0.07869136998466134,0.0,0.1321143133930734,0.7891943166222652,0.21080568337773473,3.743705122067975
2010-02-11,51119.0,39438.0,11681.0,9386.0,0.0,30052.0,2512.0,0.0,9169.0,0.18361079050842152,0.0,0.5878831745534928,0.049140241397523425,0.0,0.17936579354056223,0.7714939650619144,0.22850603493808563,3.376252033216334
2010-02-15,52862.0,41404.0,11458.0,5520.0,0.0,35884.0,3573.0,0.0,7885.0,0.1044228368204003,0.0,0.6788241080549355,0.0675910862245091,0.0,0.14916196890015512,0.7832469448753357,0.21675305512466422,3.61354512131262
2010-02-16,64947.0,48730.0,16217.0,11630.0,2.0,37098.0,5031.0,0.0,11186.0,0.1790690871017907,3.079434000030794e-05,0.5712042126657121,0.07746316227077463,0.0,0.17223274362172233,0.7503040941075031,0.24969590589249696,3.004871431214158
2010-02-17,72728.0,55543.0,17185.0,20414.0,0.0,35129.0,3094.0,0.0,14091.0,0.28068969310306896,0.0,0.4830189198108019,0.042542074579254206,0.0,0.19374931250687494,0.7637086129138708,0.23629138708612915,3.232062845504801
2010-02-18,65226.0,49812.0,15414.0,11752.0,0.0,38060.0,4375.0,0.0,11039.0,0.18017355042467728,0.0,0.5835096433937387,0.06707447950203907,0.0,0.16924232667954497,0.763683193818416,0.23631680618158404,3.231607629427793
2010-02-19,77383.0,56257.0,21126.0,11049.0,0.0,45208.0,6973.0,0.0,14153.0,0.14278329865732783,0.0,0.5842110024165514,0.09011023092927387,0.0,0.18289546799684686,0.7269943010738793,0.2730056989261207,2.662927198712487
2010-02-22,57263.0,41195.0,16068.0,5938.0,47.0,35210.0,7660.0,4.0,8404.0,0.1036969771056354,0.0008207743219880201,0.614882210153153,0.13376875120060075,6.985313378621448e-05,0.14676143408483663,0.7193999615807765,0.2806000384192236,2.5637913866069204
2010-02-23,53774.0,37979.0,15795.0,8501.0,0.0,29478.0,5197.0,0.0,10598.0,0.15808755160486482,0.0,0.5481831368319262,0.09664521887901216,0.0,0.19708409268419683,0.706270688436791,0.293729311563209,2.404495093383982
2010-02-24,56561.0,38765.0,17796.0,10931.0,1418.0,26416.0,5292.0,676.0,11828.0,0.1932603737557681,0.025070278106822722,0.46703558989409666,0.09356270221530737,0.011951698166581213,0.20911935786142394,0.6853662417566875,0.3146337582433125,2.1782984940436054
2010-02-25,72401.0,48940.0,23461.0,15458.0,0.0,33482.0,8935.0,0.0,14526.0,0.2135053383240563,0.0,0.46245217607491607,0.12340989765334733,0.0,0.20063258794768027,0.6759575143989723,0.3240424856010276,2.086015088870892
2010-02-26,77501.0,58660.0,18841.0,15776.0,1.0,42883.0,4230.0,0.0,14611.0,0.2035586637591773,1.2903059315363673e-05,0.5533218926207404,0.054579940903988336,0.0,0.18852659965677862,0.756893459439233,0.24310654056076697,3.1134228544132476
2010-03-02,65136.0,46905.0,18231.0,10642.0,4.0,36259.0,7920.0,1.0,10310.0,0.16338123311225744,6.140997297961189e-05,0.5566660525669369,0.12159174649963155,1.535249324490297e-05,0.15828420535494964,0.720108695652174,0.2798913043478261,2.5728155339805827
2010-03-03,58143.0,44976.0,13167.0,16574.0,0.0,28402.0,1799.0,0.0,11368.0,0.28505581067368385,0.0,0.4884852862769379,0.030940955919027225,0.0,0.19551794713035103,0.7735410969506218,0.22645890304937827,3.415812257917521
2010-03-04,58802.0,45663.0,13139.0,15145.0,28.0,30490.0,2128.0,1.0,11010.0,0.2575592666916091,0.00047617427978640184,0.5185197782388354,0.03618924526376654,1.700622427808578e-05,0.18723852930172444,0.776555219210231,0.22344478078976907,3.4753786437324
2010-03-05,67859.0,53944.0,13915.0,16971.0,655.0,36318.0,2714.0,55.0,11146.0,0.25009210274245125,0.009652367408891967,0.5351979840551733,0.03999469488203481,0.0008105041335710813,0.16425234677787764,0.7949424542065164,0.20505754579348354,3.876679841897233
2010-03-08,60735.0,48068.0,12667.0,13341.0,160.0,34567.0,2083.0,22.0,10562.0,0.2196591751049642,0.0026343953239483,0.5691446447682555,0.03429653412365193,0.00036222935704289123,0.17390302132213714,0.7914382151971681,0.20856178480283197,3.794742243625168
2010-03-09,57709.0,43154.0,14555.0,9303.0,0.0,33851.0,2614.0,0.0,11941.0,0.16120535791644283,0.0,0.5865809492453516,0.04529622762480722,0.0,0.20691746521339827,0.7477863071617945,0.2522136928382055,2.964891789762968
2010-03-10,58765.0,43962.0,14803.0,7979.0,21.0,35962.0,3499.0,5.0,11299.0,0.13577809920871267,0.00035735556879094697,0.6119629030885732,0.05954224453331065,8.508465923593976e-05,0.19227431294137667,0.7480983578660767,0.25190164213392324,2.9698034182260353
2010-03-11,54298.0,41161.0,13137.0,7440.0,0.0,33721.0,3576.0,0.0,9561.0,0.13702162142252017,0.0,0.6210357655898928,0.06585877932888873,0.0,0.17608383365869829,0.758057387012413,0.241942612987587,3.1332115399254015
2010-03-12,63567.0,46317.0,17250.0,11110.0,5.0,35202.0,3092.0,0.0,14158.0,0.17477622036591314,7.865716488114902e-05,0.5537779036292416,0.04864159076250256,0.0,0.22272562807746157,0.7286327811600358,0.2713672188399641,2.6850434782608694
2010-03-15,59073.0,43101.0,15972.0,10611.0,170.0,32320.0,3003.0,4.0,12965.0,0.17962520948656746,0.0028777952702588325,0.5471196654986203,0.05083540703874867,6.771282988844311e-05,0.21947420987591623,0.7296226702554467,0.27037732974455336,2.698534936138242
2010-03-16,77258.0,56219.0,21039.0,28463.0,1065.0,26691.0,1969.0,218.0,18852.0,0.3684149214320847,0.013784980196225633,0.3454787853685055,0.0254860338087965,0.002821714256128815,0.24401356493825882,0.7276786869968158,0.27232131300318413,2.672132705927088
2010-03-17,79062.0,59219.0,19843.0,16620.0,17.0,42582.0,4377.0,2.0,15464.0,0.21021476815663656,0.00021502112266322634,0.5385899673673825,0.05536161493511421,2.529660266626192e-05,0.19559333181553717,0.7490197566466823,0.25098024335331764,2.984377362294008
2010-03-18,65008.0,47562.0,17446.0,14547.0,102.0,32913.0,2767.0,11.0,14668.0,0.2237724587743047,0.0015690376569037657,0.5062915333497415,0.04256399212404627,0.00016920994339158257,0.2256337681516121,0.73163302978095,0.26836697021905,2.7262409721426115
2010-03-19,78104.0,58622.0,19482.0,26669.0,0.0,31953.0,2541.0,0.0,16941.0,0.34145498309945715,0.0,0.40910836832940695,0.03253354501690054,0.0,0.21690310355423537,0.7505633514288641,0.24943664857113593,3.00903398008418
2010-03-22,84020.0,60283.0,23737.0,11185.0,0.0,49098.0,8122.0,0.0,15615.0,0.13312306593668174,0.0,0.5843608664603666,0.09666746012854083,0.0,0.18584860747441084,0.7174839323970483,0.28251606760295167,2.539621687660614
2010-03-23,79059.0,54274.0,24785.0,18009.0,0.0,36265.0,5486.0,0.0,19299.0,0.2277919022502182,0.0,0.4587080534790473,0.06939121415651602,0.0,0.2441088301142185,0.6864999557292655,0.3135000442707345,2.1897922130320757
2010-03-25,80373.0,57338.0,23035.0,22498.0,0.0,34840.0,5079.0,0.0,17956.0,0.27991987358938947,0.0,0.4334789046072686,0.0631928632749804,0.0,0.22340835852836152,0.7133987781966581,0.2866012218033419,2.4891686563924464
2010-03-26,51619.0,39880.0,11739.0,9584.0,2.0,30294.0,1765.0,9.0,9965.0,0.1856680679594723,3.8745423196884866e-05,0.5868769251632151,0.0341928359712509,0.0001743544043859819,0.19304907107847885,0.7725837385458842,0.22741626145411573,3.397222932106653
2010-03-29,45707.0,37226.0,8481.0,5431.0,0.0,31795.0,2116.0,0.0,6365.0,0.11882206226617367,0.0,0.6956264904719189,0.04629487824622049,0.0,0.13925656901568687,0.8144485527380926,0.18555144726190737,4.389340879613253
2010-03-30,49057.0,39057.0,10000.0,4805.0,29.0,34223.0,3300.0,64.0,6636.0,0.09794728581038384,0.0005911490714882688,0.69761705770838,0.06726868744521679,0.0013046048474223862,0.13527121511710866,0.7961554925902522,0.20384450740974785,3.9057
2010-03-31,50850.0,39579.0,11271.0,5456.0,0.0,34123.0,3612.0,0.0,7659.0,0.10729596853490658,0.0,0.6710521140609637,0.07103244837758112,0.0,0.15061946902654869,0.7783480825958702,0.2216519174041298,3.511578387010913
2010-04-01,52982.0,41134.0,11848.0,7927.0,41.0,33166.0,1985.0,5.0,9858.0,0.14961685100600203,0.0007738477218678042,0.6259861839870144,0.03746555433920954,9.43716733985127e-05,0.18606319127250764,0.7763768827148843,0.2236231172851157,3.471809588116138
2010-04-05,63899.0,50617.0,13282.0,20622.0,865.0,29130.0,946.0,109.0,12227.0,0.32272805521213166,0.013536988059281052,0.45587567880561514,0.01480461353072818,0.0017058169924411963,0.19134884739980282,0.7921407220770278,0.20785927792297218,3.810947146514079
2010-04-06,73702.0,59507.0,14195.0,17497.0,2091.0,39919.0,1656.0,424.0,12115.0,0.23740197009579117,0.02837100757102928,0.5416270928875743,0.02246886108925131,0.005752896800629562,0.1643781715557244,0.8074000705543948,0.19259992944560528,4.192109897851356
2010-04-07,82158.0,64375.0,17783.0,19680.0,399.0,44296.0,3245.0,12.0,14526.0,0.23953845030307455,0.004856496019864164,0.5391562598894812,0.03949706662771733,0.00014606003067260643,0.1768056671291901,0.78355120621242,0.21644879378758003,3.620030366079964
2010-04-08,88249.0,66630.0,21619.0,12792.0,0.0,53838.0,6006.0,0.0,15613.0,0.14495348389216875,0.0,0.6100692359120217,0.06805742841278654,0.0,0.17691985178302302,0.7550227198041904,0.24497728019580958,3.082011193857255
2010-04-09,75085.0,55885.0,19200.0,14584.0,0.0,41301.0,3913.0,0.0,15287.0,0.1942332023706466,0.0,0.5500566025171473,0.052114270493440765,0.0,0.2035959246187654,0.7442898048877938,0.25571019511220616,2.9106770833333333
2010-04-12,66112.0,52323.0,13789.0,12381.0,0.0,39942.0,1959.0,0.0,11830.0,0.18727311229428847,0.0,0.604156582768635,0.029631534365924493,0.0,0.17893877057115198,0.7914296950629235,0.20857030493707648,3.7945463775473205
2010-04-13,100442.0,74040.0,26402.0,25433.0,51.0,48556.0,3882.0,0.0,22520.0,0.25321080822763387,0.0005077557197188427,0.48342326915035544,0.03864917066565779,0.0,0.22420899623663407,0.7371418330977081,0.26285816690229186,2.804333005075373
2010-04-15,111996.0,82364.0,29632.0,21387.0,123.0,60854.0,10914.0,12.0,18706.0,0.190962177220615,0.0010982535090538947,0.543358691381835,0.09744990892531877,0.00010714668381013607,0.16702382227936713,0.735419122111504,0.264580877888496,2.7795626349892006
2010-04-16,91891.0,67318.0,24573.0,14471.0,0.0,52847.0,6207.0,0.0,18366.0,0.15748005789467956,0.0,0.5751052877866167,0.06754742031319716,0.0,0.19986723400550652,0.7325853456812963,0.2674146543187037,2.7395108452366417
2010-04-19,98917.0,71660.0,27257.0,9120.0,0.0,62540.0,9074.0,0.0,18183.0,0.09219850986180333,0.0,0.6322472375830241,0.09173347351820213,0.0,0.1838207790369704,0.7244457474448275,0.2755542525551725,2.6290494184980004
2010-04-20,101782.0,78337.0,23445.0,18133.0,0.0,60204.0,4849.0,0.0,18596.0,0.17815527303452477,0.0,0.5914994792792438,0.04764103672555069,0.0,0.18270421096068068,0.7696547523137687,0.23034524768623135,3.341309447643421
2010-04-21,87707.0,67178.0,20529.0,20189.0,480.0,46509.0,4435.0,302.0,15792.0,0.23018687219948236,0.005472767281972933,0.5302769448276649,0.050566089365729074,0.0034432827482413033,0.1800540435769095,0.7659365843091201,0.23406341569087985,3.272346436748015
2010-04-22,127048.0,96834.0,30214.0,26824.0,131.0,69879.0,6603.0,138.0,23473.0,0.21113280020149863,0.0010311063535041875,0.5500204647062528,0.05197248284113091,0.0010862036395692966,0.1847569422580442,0.7621843712612556,0.2378156287387444,3.2049381081617794
2010-04-23,114548.0,87505.0,27043.0,25955.0,130.0,61420.0,5232.0,0.0,21811.0,0.22658623459161226,0.0011348954150225232,0.5361944337744875,0.045675175472291094,0.0,0.1904092607465866,0.7639155637811224,0.23608443621887767,3.23577265835891
2010-04-26,91041.0,70208.0,20833.0,14582.0,0.0,55626.0,5520.0,0.0,15313.0,0.1601695939192232,0.0,0.6109994398128316,0.06063202293472172,0.0,0.1681989433332235,0.7711690337320548,0.22883096626794522,3.37003792060673
2010-04-27,90519.0,64579.0,25940.0,14799.0,0.0,49780.0,9404.0,0.0,16536.0,0.16349053789812085,0.0,0.5499397916459527,0.10388979109358257,0.0,0.1826798793623438,0.7134303295440736,0.2865696704559264,2.4895528141865846
2010-04-28,129619.0,91179.0,38440.0,9737.0,37.0,81405.0,22927.0,7.0,15506.0,0.07512015985310795,0.0002854519784908077,0.6280329272714649,0.1768799327259121,5.400442836312577e-05,0.11962752374266118,0.7034385391030636,0.2965614608969364,2.3719823100936526
2010-04-29,110792.0,79582.0,31210.0,27471.0,0.0,52111.0,11817.0,0.0,19393.0,0.24795111560401473,0.0,0.4703498447541339,0.10665932558307459,0.0,0.1750397140587768,0.7183009603581486,0.2816990396418514,2.549887856456264
2010-04-30,76431.0,61777.0,14654.0,9178.0,2977.0,49622.0,3710.0,506.0,10438.0,0.1200821656134291,0.038950164200389895,0.6492391830539964,0.048540513665920895,0.00662035038138975,0.13656762308487394,0.8082715128678154,0.19172848713218457,4.215709021427597
2010-05-03,77588.0,59693.0,17895.0,6640.0,0.0,53053.0,6151.0,0.0,11744.0,0.08558024436768573,0.0,0.6837784193431974,0.07927772335928236,0.0,0.15136361292983452,0.7693586637108831,0.23064133628911687,3.3357362391729533
2010-05-04,108362.0,81548.0,26814.0,5514.0,10.0,76024.0,10671.0,17.0,16126.0,0.050884996585518906,9.228327273398424e-05,0.7015743526328417,0.09847548033443458,0.0001568815636477732,0.14881600561082298,0.7525516324910947,0.24744836750890534,3.0412471097188036
2010-05-05,101314.0,78804.0,22510.0,13619.0,5.0,65180.0,4009.0,1.0,18500.0,0.13442367293759994,4.9351521013877646e-05,0.643346427936909,0.0395700495489271,9.870304202775529e-06,0.1826006277513473,0.7778194523955229,0.22218054760447717,3.500844069302532
2010-05-06,93487.0,73695.0,19792.0,14841.0,8.0,58846.0,3271.0,0.0,16521.0,0.15874934482869277,8.557339523142256e-05,0.6294565019735364,0.03498882197524789,0.0,0.1767197578272915,0.7882914201974606,0.2117085798025394,3.7234741309620047
2010-05-07,201316.0,142110.0,59206.0,17594.0,49.0,124467.0,24691.0,22.0,34493.0,0.0873949412863359,0.00024339843827614297,0.6182668044268712,0.12264797631584176,0.00010928093147092133,0.17133759860120407,0.7059051441514832,0.29409485584851675,2.4002634868087696
2010-05-10,122731.0,94602.0,28129.0,33224.0,0.0,61378.0,3248.0,0.0,24881.0,0.27070585263706803,0.0,0.5001018487586674,0.026464381452118862,0.0,0.20272791715214575,0.7708077013957354,0.2291922986042646,3.363148352234349
2010-05-11,98275.0,73590.0,24685.0,11715.0,0.0,61875.0,6218.0,0.0,18467.0,0.11920630882727042,0.0,0.6296107860595268,0.06327143220554567,0.0,0.18791147290765708,0.7488170948867973,0.25118290511320274,2.981162649382216
2010-05-12,97779.0,71651.0,26128.0,17260.0,0.0,54391.0,4782.0,0.0,21346.0,0.1765205207662177,0.0,0.5562646376011209,0.048906206854232505,0.0,0.2183086347784289,0.7327851583673386,0.2672148416326614,2.7423071034905084
2010-05-13,92640.0,68850.0,23790.0,11705.0,21.0,57124.0,9005.0,10.0,14775.0,0.12634930915371329,0.0002266839378238342,0.6166234887737478,0.09720423143350604,0.0001079447322970639,0.15948834196891193,0.743199481865285,0.25680051813471505,2.8940731399747794
2010-05-14,112930.0,80304.0,32626.0,6195.0,0.0,74109.0,13377.0,0.0,19249.0,0.05485699105640662,0.0,0.6562383777561321,0.11845390950146108,0.0,0.17045072168600017,0.7110953688125388,0.28890463118746124,2.461349843682952
2010-05-17,122319.0,87976.0,34343.0,20100.0,241.0,67635.0,7707.0,27.0,26609.0,0.16432443038285138,0.0019702580956351833,0.5529394452211022,0.06300738233635003,0.00022073430946950188,0.2175377496545917,0.7192341336995888,0.2807658663004112,2.561686515447107
2010-05-18,96440.0,72299.0,24141.0,14889.0,0.0,57410.0,4604.0,0.0,19537.0,0.15438614682704271,0.0,0.5952924097884695,0.04773952716715056,0.0,0.2025819162173372,0.7496785566155122,0.25032144338448775,2.9948635102108447
2010-05-19,117656.0,81481.0,36175.0,3265.0,509.0,77707.0,20024.0,310.0,15841.0,0.027750390970286257,0.004326171210987965,0.6604593050928129,0.1701910654790236,0.0026347997552186035,0.13463826749167063,0.6925358672740872,0.30746413272591283,2.2524118866620593
2010-05-20,98768.0,67481.0,31287.0,9597.0,0.0,57884.0,9797.0,0.0,21490.0,0.09716709865543496,0.0,0.5860602624331768,0.09919204600680383,0.0,0.21758059290458448,0.6832273610886117,0.3167726389113883,2.156838303448717
2010-05-21,100992.0,70257.0,30735.0,15878.0,0.0,54379.0,7641.0,0.0,23094.0,0.15722037389100127,0.0,0.5384485899873257,0.07565945817490494,0.0,0.22867157794676807,0.695668963878327,0.304331036121673,2.2858955588091754
2010-05-24,112266.0,81692.0,30574.0,14104.0,110.0,67478.0,11396.0,79.0,19099.0,0.12563019970427378,0.0009798157946306093,0.6010546380916751,0.10150891632373114,0.0007036858888710741,0.17012274419681828,0.7276646535905795,0.2723353464094205,2.671943481389416
2010-05-25,105854.0,66668.0,39186.0,5100.0,688.0,60880.0,22391.0,627.0,16168.0,0.04817956808434259,0.006499518204319156,0.5751317852891719,0.21152719783853233,0.005923252782133882,0.1527386778015002,0.6298108715778337,0.3701891284221664,1.7013219006788138
2010-05-26,87978.0,62072.0,25906.0,19684.0,0.0,42388.0,5639.0,0.0,20267.0,0.22373775261997317,0.0,0.48180226874900545,0.06409556934688218,0.0,0.2303644092841392,0.7055400213689786,0.2944599786310214,2.3960472477418358
2010-05-27,105287.0,74964.0,30323.0,34120.0,407.0,40437.0,8296.0,72.0,21955.0,0.32406659891534567,0.003865624436065231,0.38406450938862347,0.07879415312431734,0.0006838451090827927,0.20852526902656549,0.7119967327400344,0.2880032672599656,2.4721828315140324
2010-05-28,69214.0,52717.0,16497.0,14431.0,12.0,38274.0,2142.0,0.0,14355.0,0.20849828069465715,0.0001733753286907273,0.5529806108590748,0.030947496171294823,0.0,0.20740023694628254,0.7616522668824226,0.23834773311757737,3.195550706189004
2010-05-31,70002.0,52131.0,17871.0,13009.0,0.0,39122.0,1846.0,0.0,16025.0,0.1858375474986429,0.0,0.5588697465786692,0.0263706751235679,0.0,0.22892203079912002,0.7447072940773121,0.25529270592268793,2.9170723518549604
2010-06-01,81529.0,59130.0,22399.0,5764.0,470.0,52896.0,6904.0,999.0,14496.0,0.07069876976290645,0.005764819880042685,0.648799813563272,0.08468152436556317,0.012253308638643918,0.1778017637895718,0.7252634032062211,0.2747365967937789,2.6398499933032724
2010-06-02,91931.0,63980.0,27951.0,16478.0,81.0,47421.0,6780.0,9.0,21162.0,0.17924312799817255,0.0008810956043119296,0.5158325265688397,0.07375096539796151,9.78995115902144e-05,0.2301943849191241,0.6959567501713242,0.30404324982867587,2.28900576008014
2010-06-03,80654.0,60495.0,20159.0,18209.0,0.0,42286.0,2195.0,0.0,17964.0,0.2257668559525876,0.0,0.5242889379324026,0.02721501723411114,0.0,0.22272918888089865,0.7500557938849902,0.24994420611500978,3.0008929014336028
2010-06-04,82458.0,60678.0,21780.0,17228.0,0.0,43450.0,3688.0,0.0,18092.0,0.20893060709694633,0.0,0.5269349244463848,0.04472579980111087,0.0,0.21940866865555797,0.7358655315433311,0.2641344684566688,2.7859504132231403
2010-06-07,87877.0,61921.0,25956.0,13263.0,0.0,48658.0,4172.0,0.0,21784.0,0.15092686368446806,0.0,0.5537057478065933,0.04747544863843782,0.0,0.24789193987050082,0.7046326114910614,0.2953673885089386,2.3856141161966407
2010-06-08,104635.0,72370.0,32265.0,6979.0,0.0,65391.0,15426.0,0.0,16839.0,0.06669852343861997,0.0,0.6249438524394323,0.14742676924547235,0.0,0.16093085487647538,0.6916423758780523,0.3083576241219477,2.242987757632109
2010-06-09,88410.0,65089.0,23321.0,12144.0,0.0,52945.0,4804.0,0.0,18517.0,0.13736002714625042,0.0,0.5988575952946499,0.05433774459902726,0.0,0.2094446329600724,0.7362176224409004,0.26378237755909967,2.791003816302903
